,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH
631512,4371211,12.926164,True,36146,0.27629554,1.1416485,11.640343,0.0,0.0,0.14357816,0.00059406296
631530,4371211,10.208768,True,29922,0.37239504,1.0805187,8.98355,0.0,0.0,0.14450268,0.00019675642
631542,4371211,11.448409,True,31760,0.052906584,0.96429855,10.370846,0.0,0.0,0.11304571,0.00021899391
631552,4371211,12.44712,True,35978,0.24551083,0.924832,11.207066,0.0,0.0,0.31368166,0.0015403217
631564,4371211,12.798108,True,35827,0.5485345,1.185907,11.495243,0.0,0.0,0.11661938,0.00033905954
631589,4371211,13.147881,True,36786,0.440337,1.1466984,11.8542,0.0,0.0,0.14663363,0.00034769968
631606,4371211,13.361056,True,36665,0.18526985,0.97595775,12.217709,0.0,0.0,0.16649228,0.0008978975
631617,4371211,10.863765,True,31437,0.3277306,1.211962,9.545749,0.0,0.0,0.10591262,0.00014215593
631625,4371211,12.797066,True,36744,0.39295223,0.9319667,11.565517,0.0,0.0,0.29821387,0.0013674048
631630,4371211,12.096604,True,36196,0.6132059,1.3377289,10.599871,0.0,0.0,0.15839347,0.0006109122
631660,4371211,13.949613,True,37291,0.19613115,0.95123214,12.8249035,0.0,0.0,0.17303859,0.00043833847
631684,4371211,14.197808,True,37420,0.14349872,0.93197274,13.142909,0.0,0.0,0.122356065,0.0005700175
631687,4371211,11.727465,True,34004,0.104648456,1.1383343,10.45376,0.0,0.0,0.13466558,0.0007046772
631691,4371211,12.662866,True,35206,0.17557551,1.0561429,11.491199,0.0,0.0,0.11458687,0.00093768165
631700,4371211,12.454677,True,36974,0.22926158,1.3738844,10.948212,0.0,0.0,0.13210928,0.0004719053
631709,4371211,11.943746,True,31161,0.40916064,0.8033592,10.994219,0.0,0.0,0.1453335,0.00083467725
631728,4371211,13.428349,True,37249,0.5160287,1.0473828,12.172207,0.0,0.0,0.20775366,0.0010054376
631734,4371211,12.343983,True,35248,0.37991402,1.1242884,11.045787,0.0,0.0,0.1731271,0.0007800622
631737,4371211,13.493989,True,37229,0.2417063,0.93534154,12.341574,0.0,0.0,0.21544725,0.0016262089
631759,4371211,12.867591,True,33265,0.12375401,0.735796,11.973516,0.0,0.0,0.15746655,0.00081214
631770,4371211,12.457039,True,35762,0.21450964,1.2240689,11.087244,0.0,0.0,0.14513403,0.0005913011
631795,4371211,12.259105,True,36416,0.4970057,1.1112852,10.920404,0.0,0.0,0.22678748,0.0006272295
631799,4371211,9.349963,True,25868,0.263805,0.8399766,8.407195,0.0,0.0,0.10264607,0.00014589132
631823,4371211,13.022588,True,36440,0.40749374,1.1914445,11.716684,0.0,0.0,0.11402215,0.0004371694
631831,4371211,13.152797,True,36726,0.05498555,1.2001244,11.838528,0.0,0.0,0.11350177,0.0006428062
631838,4371211,13.232234,True,33646,0.27227628,0.72123015,12.357247,0.0,0.0,0.1529645,0.000792064
631876,4371211,13.004505,True,37128,0.24171057,1.0688839,11.726796,0.0,0.0,0.20758761,0.0012380175
631906,4371211,12.714349,True,36417,0.24222423,1.1992887,11.367838,0.0,0.0,0.14651509,0.0007066291
631910,4371211,10.816682,True,33270,0.5024235,1.4089465,9.303073,0.0,0.0,0.104527295,0.00013567826
631926,4371211,13.242948,True,36508,0.13981101,1.1419877,11.969472,0.0,0.0,0.13102019,0.00046823747
631929,4371211,13.370856,True,36590,0.23245107,0.8677764,12.242481,0.0,0.0,0.25926077,0.0013377127
631936,4371211,12.984216,True,36791,0.19101824,1.0926478,11.715673,0.0,0.0,0.17448783,0.0014068135
631959,4371211,13.496446,True,37055,0.23850709,0.9991011,12.316801,0.0,0.0,0.17976415,0.0007791104
631966,4371211,12.979164,True,35931,0.25273708,1.084951,11.760163,0.0,0.0,0.13322541,0.00082389393
631973,4371211,12.681223,True,36832,0.10560525,1.337167,11.242961,0.0,0.0,0.1008211,0.00027318142
631976,4371211,12.192584,True,32517,0.16373591,0.96872205,11.116568,0.0,0.0,0.10683945,0.00045481665
632020,4371211,15.311504,True,36235,0.03975913,0.307837,14.717773,0.0,0.0,0.2843631,0.0015307977
632028,4371211,12.147788,True,35403,0.36491066,0.9231131,10.862264,0.0,0.0,0.36075738,0.0016542678
632055,4371211,12.491854,True,36060,0.3337946,1.1039029,11.129712,0.0,0.0,0.25754592,0.0006922996
632059,4371211,11.892931,True,35042,0.28804618,1.2811126,10.499767,0.0,0.0,0.111661755,0.000389721
632078,4371211,12.260451,True,36435,0.52100307,1.2668145,10.831424,0.0,0.0,0.16170958,0.0005040069
632084,4371211,11.998769,True,33344,0.21677464,1.0912168,10.805134,0.0,0.0,0.1020259,0.0003926378
632145,4371211,12.559548,True,35267,0.2681292,1.08667,11.323347,0.0,0.0,0.14929107,0.0002395366
632168,4371211,11.292568,True,28583,0.0,0.0,10.816762,0.0,0.0,0.47445956,0.0013468877
632205,4371211,12.194375,True,36855,0.16603152,1.4925113,10.59431,0.0,0.0,0.107069515,0.000484779
632234,4371211,12.433273,True,32308,0.15881294,0.84849656,11.464403,0.0,0.0,0.12005662,0.00031711409
632239,4371211,11.729584,True,36240,0.56366956,1.3422582,10.133731,0.0,0.0,0.25256628,0.0010276948
632286,4371211,12.220365,True,35966,0.26448178,1.2141275,10.810189,0.0,0.0,0.19574992,0.0002977857
632295,4371211,12.786515,True,34691,0.17707719,1.0085481,11.670677,0.0,0.0,0.10676346,0.0005263793
632330,4371211,12.854666,True,36309,0.62244534,1.1553292,11.544789,0.0,0.0,0.15391828,0.00062941754
632350,4371211,12.496458,True,35160,0.5211061,0.80516756,11.33447,0.0,0.0,0.35558987,0.0012309082
632402,4371211,12.400721,True,36373,0.26317105,1.3427141,10.926977,0.0,0.0,0.13069202,0.0003370995
632408,4371211,12.192029,True,36595,0.20299086,1.4634358,10.610488,0.0,0.0,0.11789262,0.00021258308
632410,4371211,13.436767,True,36095,0.25162405,1.0018641,12.308712,0.0,0.0,0.12555088,0.00063968176
632436,4371211,12.408537,True,31760,0.1669456,0.7122494,11.582707,0.0,0.0,0.11301459,0.00056621595
632447,4371211,8.218925,True,20571,0.0,0.007330057,7.8829145,0.0,0.0,0.32716903,0.001511489
632460,4371211,11.400817,True,31413,0.60502833,0.8212065,10.342533,0.0,0.0,0.23643646,0.0006408398
632467,4371211,12.762694,True,35739,0.18020104,1.0935675,11.554395,0.0,0.0,0.11407111,0.000661012
632475,4371211,13.26666,True,36065,0.29218763,0.9794766,12.1408615,0.0,0.0,0.14564137,0.00068024156
632500,4371211,13.151364,True,34523,0.10168126,0.8052485,12.172207,0.0,0.0,0.17348346,0.00042576325
632505,4371211,14.05125,True,36386,0.28223765,0.83657473,13.059489,0.0,0.0,0.15408093,0.0011051721
632515,4371211,13.365299,True,36251,0.14233288,0.9320428,12.257143,0.0,0.0,0.17537744,0.0007362131
632533,4371211,11.095507,True,35652,0.04005053,1.4328372,9.449689,0.0,0.0,0.21247122,0.000508583
632544,4371211,13.096271,True,35561,0.26642537,1.0681304,11.927003,0.0,0.0,0.10081093,0.00032556
632588,4371211,12.453187,True,33720,0.21070792,0.76417947,11.41789,0.0,0.0,0.26982906,0.0012884773
632596,4371211,13.099431,True,35611,0.14709054,0.9657333,11.996267,0.0,0.0,0.13682245,0.00060854485
632605,4371211,13.228793,True,36809,0.2753246,1.1446546,11.945709,0.0,0.0,0.13826868,0.00016055405
632609,4371211,13.034773,True,36051,0.29644224,1.0657972,11.850661,0.0,0.0,0.117474414,0.0008400682
632619,4371211,12.300092,True,35685,0.26337406,1.1775041,10.972984,0.0,0.0,0.14871806,0.0008852069
632629,4371211,10.970345,True,31514,0.22653942,1.096742,9.767695,0.0,0.0,0.105643064,0.00026422067
632648,4371211,11.435354,True,34611,0.61759824,1.3093895,9.950208,0.0,0.0,0.17515755,0.0005995758
632658,4371211,13.193346,True,36709,0.1727164,0.872148,12.036207,0.0,0.0,0.28340045,0.0015900434
632662,4371211,12.7176895,True,36395,0.36388665,1.0133027,11.463897,0.0,0.0,0.23928499,0.0012049221
632690,4371211,12.863034,True,35897,0.22345968,0.94721913,11.702528,0.0,0.0,0.21245639,0.0008301899
632700,4371211,7.990827,True,21870,0.40582487,0.6128222,7.2686415,0.0,0.0,0.1091575,0.00020574358
632754,4371211,13.097048,True,33562,0.4212111,0.8556955,12.122155,0.0,0.0,0.11904514,0.0001526497
632785,4371211,12.205717,True,36191,0.36768064,1.2083732,10.850636,0.0,0.0,0.1455943,0.0011143722
632795,4371211,13.316087,True,35600,0.13106953,0.8827845,12.277872,0.0,0.0,0.15474789,0.0006824695
632799,4371211,14.484153,True,35539,0.21702707,0.5018248,13.744543,0.0,0.0,0.23686658,0.00091830886
632816,4371211,12.926474,True,36886,0.1459368,1.203836,11.580179,0.0,0.0,0.14198744,0.0004709638
632838,4371211,12.932699,True,36082,0.42284435,1.0173262,11.709101,0.0,0.0,0.20602109,0.00025145168
632858,4371211,11.9025135,True,32697,0.42387575,0.9656731,10.791483,0.0,0.0,0.14508812,0.0002693074
632882,4371211,13.163066,True,36100,0.13371716,1.0795432,11.955316,0.0,0.0,0.12803416,0.00017354506
632892,4371211,12.892361,True,36696,0.28138724,1.2575573,11.496759,0.0,0.0,0.13733649,0.0007072646
632906,4371211,12.451668,True,35902,0.19088694,1.1705647,11.1691475,0.0,0.0,0.11133381,0.0006220806
632916,4371211,11.633912,True,33483,0.30968687,1.2070098,10.3132105,0.0,0.0,0.11348045,0.00021150082
632941,4371211,11.542292,True,33589,0.1998479,0.92885435,10.324332,0.0,0.0,0.28769553,0.0014088558
632958,4371211,11.953518,True,34203,0.3584957,1.2610344,10.589253,0.0,0.0,0.10302035,0.00020919119
632967,4371211,12.800942,True,33494,0.16386089,0.7642017,11.837517,0.0,0.0,0.19884163,0.00038268705
632971,4371211,12.296424,True,35422,0.35546866,0.9856875,11.054382,0.0,0.0,0.25554904,0.0008049942
632992,4371211,11.265618,True,29545,0.26098353,0.58463895,10.4552765,0.0,0.0,0.22504537,0.0006572253
633028,4371211,11.438719,True,34519,0.4474793,1.2735304,10.008854,0.0,0.0,0.15553556,0.0007986181
633039,4371211,12.831704,True,35133,0.35860282,0.98684967,11.651465,0.0,0.0,0.19264886,0.0007403688
633059,4371211,12.776346,True,34635,0.22064887,1.0205923,11.646915,0.0,0.0,0.10858498,0.0002538542
633074,4371211,12.151587,True,34427,0.042296212,0.047999885,11.357221,0.0,0.0,0.7437215,0.0026441629
633090,4371211,11.824461,True,35280,0.5188316,0.8629249,10.565492,0.0,0.0,0.3939168,0.002127917
633093,4371211,12.592427,True,35267,0.23684928,1.0810974,11.395644,0.0,0.0,0.11533169,0.00035328267
633114,4371211,10.529647,True,33148,0.3251992,0.41165167,9.416321,0.0,0.0,0.6986847,0.002989253
633131,4371211,13.1924715,True,35394,0.0950451,0.906044,12.087271,0.0,0.0,0.19824778,0.0009091715
633155,4371211,12.035307,True,35234,0.34160465,1.2730205,10.625655,0.0,0.0,0.13643198,0.000199303
633163,4371211,13.624971,True,34771,0.08958658,0.34079596,12.886078,0.0,0.0,0.39713392,0.0009636346
633196,4371211,12.36918,True,35537,0.17233777,1.146101,11.080166,0.0,0.0,0.14203446,0.0008778207
633204,4371211,13.838404,True,36241,0.14232534,0.8708123,12.835014,0.0,0.0,0.13189685,0.0006796468
633221,4371211,12.71015,True,36311,0.27794364,1.1633188,11.40424,0.0,0.0,0.14210859,0.00048296407
633267,4371211,13.358298,True,36230,0.08477638,1.0599545,12.19344,0.0,0.0,0.10468206,0.00022090251
633274,4371211,13.5660925,True,32775,0.26264024,0.37568805,12.932085,0.0,0.0,0.25699827,0.0013213753
633294,4371211,12.142012,True,35742,0.07587668,1.1275594,10.773283,0.0,0.0,0.24086538,0.00030409428
633304,4371211,12.831614,True,36148,0.21081932,1.192483,11.496254,0.0,0.0,0.14213145,0.0007456654
633317,4371211,13.385377,True,36171,0.25943753,0.9495279,12.302645,0.0,0.0,0.13225587,0.000947842
633333,4371211,12.082912,True,34957,0.15501553,1.2640864,10.700986,0.0,0.0,0.117579676,0.00026110918
633355,4371211,11.634234,True,33451,0.5177819,1.0997152,10.404214,0.0,0.0,0.12968186,0.00062380644
633367,4371211,13.705216,True,36363,0.7262697,0.81249046,12.65048,0.0,0.0,0.24131952,0.00092627615
633374,4371211,13.385005,True,36616,0.18220107,1.117158,12.16159,0.0,0.0,0.1059803,0.00027712167
633387,4371211,14.145935,True,35924,0.22666396,0.7972249,13.242508,0.0,0.0,0.105520256,0.00068233797
633391,4371211,13.595749,True,36421,0.6339581,0.95194495,12.490213,0.0,0.0,0.15312663,0.0004646317
633396,4371211,13.078864,True,36272,0.4898542,1.1032344,11.851167,0.0,0.0,0.124276035,0.00018699138
633406,4371211,11.379994,True,32169,0.22216426,1.0240239,10.172661,0.0,0.0,0.18294643,0.00036410827
633414,4371211,11.6958685,True,32971,0.22750443,1.027503,10.536674,0.0,0.0,0.13120593,0.00048523743
633423,4371211,12.787941,True,36035,0.23496582,0.92958564,11.579168,0.0,0.0,0.27814147,0.0010461184
633427,4371211,12.597051,True,31501,0.18797655,0.52442473,11.863301,0.0,0.0,0.20866309,0.0006617338
633438,4371211,13.4511595,True,36134,0.12472105,0.8445335,12.401232,0.0,0.0,0.20455252,0.0008416144
633456,4371211,12.347371,True,34434,0.14414795,1.0202999,11.207571,0.0,0.0,0.11875398,0.0007463253
633463,4371211,12.468139,True,34334,0.1318247,1.0074388,11.357726,0.0,0.0,0.102565296,0.00040801128
633476,4371211,13.118947,True,36387,0.08338948,1.1798056,11.831955,0.0,0.0,0.10682269,0.00036320617
633483,4371211,10.495492,True,35112,0.25977805,1.7180427,8.651893,0.0,0.0,0.12542672,0.00012956653
633519,4371211,11.92666,True,33848,0.5479141,1.0266694,10.714636,0.0,0.0,0.1845555,0.0007983121
633533,4371211,12.567723,True,35465,0.25189826,1.1563406,11.307169,0.0,0.0,0.103918396,0.00029500312
633546,4371211,12.439473,True,35525,0.15011065,1.1981775,11.135779,0.0,0.0,0.105181664,0.00033500855
633570,4371211,13.1066475,True,36361,0.24801834,0.9654535,11.931554,0.0,0.0,0.20839423,0.0012460968
633583,4371211,12.992548,True,36319,0.16092385,1.0075395,11.798588,0.0,0.0,0.18532212,0.0010994026
633608,4371211,12.7174635,True,35586,0.64675725,1.1412939,11.420418,0.0,0.0,0.15556282,0.00018887476
633631,4371211,12.622667,True,34553,0.22472839,0.91293097,11.486142,0.0,0.0,0.22316828,0.00042528912
633663,4371211,11.997291,True,33803,0.18736647,1.1616673,10.70503,0.0,0.0,0.1303205,0.00027284367
633666,4371211,12.43423,True,34472,0.2447041,1.0019834,11.297058,0.0,0.0,0.13461299,0.0005758597
633700,4371211,12.412804,True,35795,0.24200244,1.2938832,11.006352,0.0,0.0,0.112447605,0.000120679826
633737,4371211,12.812111,True,36065,0.38149565,1.2316483,11.451258,0.0,0.0,0.12891974,0.00028529394
633744,4371211,11.325474,True,32005,0.6498441,0.9119763,10.195917,0.0,0.0,0.21589842,0.0016817531
633774,4371211,12.204742,True,34062,0.4598202,0.9727184,11.010397,0.0,0.0,0.21996282,0.0016639142
633802,4371211,12.940837,True,35271,0.18916824,1.082271,11.724268,0.0,0.0,0.13406326,0.00023500524
633851,4371211,13.237592,True,36114,0.13510533,1.1011562,12.02559,0.0,0.0,0.11055185,0.0002937466
633894,4371211,12.893258,True,35788,0.26300007,1.068475,11.700001,0.0,0.0,0.12460006,0.00018246239
633902,4371211,12.847067,True,35940,0.21560374,1.105002,11.629725,0.0,0.0,0.11149037,0.0008484542
633920,4371211,11.749592,True,35386,0.5264934,1.1003573,10.38399,0.0,0.0,0.26344913,0.0017952542
633946,4371211,13.447299,True,35930,0.1025908,0.94808453,12.381515,0.0,0.0,0.11704909,0.0006511112
633968,4371211,13.180358,True,36277,0.20963122,0.8853969,12.062497,0.0,0.0,0.23140532,0.0010581415
633976,4371211,12.44203,True,35219,0.34431812,1.0260001,11.209087,0.0,0.0,0.20593746,0.0010050504
633982,4371211,12.351287,True,34284,0.44763622,1.0130266,11.166114,0.0,0.0,0.17190185,0.0002449143
634012,4371211,12.783633,True,35902,0.35468665,1.1481547,11.52406,0.0,0.0,0.1107687,0.000649024
634047,4371211,12.329741,True,34834,0.46471292,1.1901847,11.032137,0.0,0.0,0.10728854,0.00013052761
634057,4371211,10.312294,True,30167,0.12167045,1.1221454,9.084159,0.0,0.0,0.10586292,0.00012695503
634068,4371211,12.143467,True,35939,0.54170734,1.3194634,10.671157,0.0,0.0,0.15263629,0.00021039037
634083,4371211,13.321296,True,34976,0.1588201,0.80861956,12.300623,0.0,0.0,0.21138136,0.0006719099
634086,4371211,12.028695,True,34474,0.4021774,0.94966596,10.843557,0.0,0.0,0.23413606,0.0013353017
634138,4371211,13.073886,True,35832,0.11189674,0.9999806,11.925992,0.0,0.0,0.14693142,0.0009815702
634159,4371211,12.973321,True,35736,0.2137799,0.9468396,11.832967,0.0,0.0,0.19290449,0.0006105022
634166,4371211,11.745082,True,35127,0.4209028,1.3458338,10.269731,0.0,0.0,0.1292284,0.00028924498
634172,4371211,12.819965,True,35256,0.14549167,1.0633892,11.618603,0.0,0.0,0.13759764,0.00037524258
634180,4371211,12.769855,True,34821,0.29210445,1.0012176,11.657026,0.0,0.0,0.11097645,0.0006339689
634191,4371211,12.492916,True,34548,0.25927734,0.99020666,11.355704,0.0,0.0,0.1463206,0.00068453915
634219,4371211,10.595389,True,24046,0.05878738,0.23497358,10.254563,0.0,0.0,0.10491578,0.0009362139
634235,4371211,11.828305,True,33552,0.15366827,1.1413329,10.582175,0.0,0.0,0.104535826,0.0002606214
634244,4371211,12.868383,True,35962,0.08924586,1.0415508,11.667644,0.0,0.0,0.15850082,0.00068824046
634248,4371211,12.8052025,True,35842,0.30491218,1.0010496,11.609503,0.0,0.0,0.19319972,0.0014504789
634265,4371211,14.610436,True,35110,0.091830894,0.5157527,13.93565,0.0,0.0,0.15812406,0.0009097214
634276,4371211,13.172956,True,35599,0.54586506,1.0193937,12.028624,0.0,0.0,0.12449911,0.0004405238
634282,4371211,12.836207,True,36072,0.8560956,1.1643997,11.544789,0.0,0.0,0.12684612,0.0001728928
634298,4371211,11.850242,True,34022,0.3061386,1.1464044,10.530607,0.0,0.0,0.1729945,0.00023529665
634306,4371211,12.790179,True,35502,0.36058667,1.0281193,11.588774,0.0,0.0,0.1721476,0.0011378541
634317,4371211,10.427646,True,34337,0.13777733,1.5498568,8.693855,0.0,0.0,0.18344298,0.00049020327
634327,4371211,12.79132,True,35676,0.2944838,0.99342585,11.615569,0.0,0.0,0.18158919,0.000735159
634368,4371211,12.573969,True,35540,0.22631438,1.1711901,11.270768,0.0,0.0,0.13184339,0.00016766958
634374,4371211,12.716908,True,35936,0.35089812,1.1599447,11.425473,0.0,0.0,0.13089791,0.00059208693
634449,4371211,11.015994,True,33346,0.37329096,1.3237951,9.565971,0.0,0.0,0.12598449,0.00024331844
634471,4371211,10.3975315,True,32243,0.48527008,1.3280077,8.916814,0.0,0.0,0.15257582,0.0001338444
634476,4371211,12.988282,True,35177,0.34562346,0.91640836,11.916892,0.0,0.0,0.15463679,0.00034546954
634483,4371211,9.839983,True,33766,0.3190003,1.7382536,8.000713,0.0,0.0,0.10079396,0.00022198219
634493,4371211,12.889993,True,35226,0.199424,1.0286052,11.747019,0.0,0.0,0.11409748,0.00027106077
634499,4371211,12.143735,True,34818,0.8418471,1.0454668,10.884004,0.0,0.0,0.21344066,0.00082436734
634516,4371211,12.362996,True,34665,0.119911775,1.1248164,11.119096,0.0,0.0,0.118595995,0.0004880495
634525,4371211,12.035057,True,35778,0.49015537,1.094705,10.658011,0.0,0.0,0.28160402,0.00073628925
634529,4371211,12.746836,True,35575,0.5052154,0.98746693,11.511927,0.0,0.0,0.24594122,0.0015010971
634532,4371211,11.423728,True,32666,0.20906566,0.8993532,10.3005705,0.0,0.0,0.22306798,0.00073592545
634550,4371211,12.125254,True,34861,0.28359517,1.014326,10.846086,0.0,0.0,0.26459768,0.00024462517
634583,4371211,12.768955,True,35117,0.18673818,1.077681,11.565517,0.0,0.0,0.12561163,0.00014465058
634611,4371211,13.153699,True,35972,0.11633246,0.965345,12.015479,0.0,0.0,0.17217936,0.0006953706
634628,4371211,12.364937,True,34532,0.20089997,0.9756618,11.2080765,0.0,0.0,0.1804404,0.00075836835
634673,4371211,7.6255307,True,23778,0.39981925,0.96315473,6.5471873,0.0,0.0,0.1149857,0.00020338508
634699,4371211,11.406696,True,33845,0.31825444,1.0717236,10.099857,0.0,0.0,0.23469247,0.00042232222
634740,4371211,12.461166,True,35275,0.23020747,1.115757,11.217177,0.0,0.0,0.12780927,0.0004236114
634748,4371211,12.296498,True,34724,0.18120494,1.0310675,11.073089,0.0,0.0,0.1914334,0.0009089202
634753,4371211,12.647075,True,31475,0.2590221,0.62805015,11.884535,0.0,0.0,0.13405134,0.00043781058
634766,4371211,13.300925,True,35805,0.20774522,0.96043456,12.20608,0.0,0.0,0.13387631,0.00053376553
634831,4371211,13.229657,True,36057,0.008889609,0.72427624,12.191419,0.0,0.0,0.31167403,0.0022879988
634840,4371211,11.251311,True,33603,0.2282681,1.2275409,9.861227,0.0,0.0,0.16200936,0.00053450186
634844,4371211,12.317696,True,35360,0.24223451,1.1875207,11.010902,0.0,0.0,0.118462354,0.000809983
634866,4371211,12.558913,True,35359,0.25968623,1.0443226,11.342053,0.0,0.0,0.17173655,0.0008002977
634882,4371211,12.303214,True,33363,0.36089563,0.74197805,11.300596,0.0,0.0,0.25905082,0.0015886528
634904,4371211,13.113123,True,34397,0.13272084,0.8287085,12.114066,0.0,0.0,0.16975905,0.0005895605
634926,4371211,12.505364,True,35020,0.44329983,1.0312928,11.315763,0.0,0.0,0.15804978,0.00025751124
634935,4371211,10.55265,True,33338,0.7433685,1.5039691,8.92642,0.0,0.0,0.12185312,0.0004081612
634951,4371211,12.5649805,True,35306,0.09263099,1.1114242,11.315258,0.0,0.0,0.13751918,0.0007784112
634958,4371211,12.552979,True,34947,0.094025195,1.091017,11.359749,0.0,0.0,0.101564564,0.0006494477
634964,4371211,11.6155405,True,33253,0.060274273,1.0620676,10.362757,0.0,0.0,0.18972266,0.0009943045
634971,4371211,12.962674,True,35340,0.26936135,1.0413785,11.812743,0.0,0.0,0.10804291,0.000509102
634977,4371211,13.168853,True,35704,0.08759859,0.8625824,12.056936,0.0,0.0,0.24814431,0.0011901945
634980,4371211,12.592029,True,34869,0.14694583,0.99556726,11.416879,0.0,0.0,0.17829092,0.0012913157
634990,4371211,12.454277,True,35202,0.31684583,1.1229223,11.229311,0.0,0.0,0.10118777,0.00085663
634997,4371211,11.020867,True,33880,0.2464857,1.3386517,9.540692,0.0,0.0,0.14109007,0.0004333822
635004,4371211,10.498652,True,35219,0.24291898,1.5452886,8.694867,0.0,0.0,0.25690982,0.0015876382
635007,4371211,12.535766,True,33359,0.1784841,0.8871265,11.527599,0.0,0.0,0.120452896,0.00058682455
635034,4371211,14.727318,True,34229,0.006753805,0.09422584,14.3087635,0.0,0.0,0.32285511,0.0014733026
635040,4371211,11.37726,True,34088,0.36621347,1.0531342,10.066996,0.0,0.0,0.25596684,0.0011640325
635058,4371211,12.1552725,True,35462,0.2860755,1.2440767,10.769744,0.0,0.0,0.1408412,0.0006110898
635068,4371211,9.044643,True,21716,0.038034454,0.18323363,8.673633,0.0,0.0,0.18638651,0.001390984
635074,4371211,12.418891,True,35078,0.37205684,1.1130702,11.195437,0.0,0.0,0.10995022,0.00043295414
635079,4371211,12.973618,True,33781,0.3053188,0.7595169,12.02559,0.0,0.0,0.18822007,0.00028998524
635086,4371211,11.281521,True,33680,0.27905333,1.3408234,9.828364,0.0,0.0,0.1122058,0.0001269917
635097,4371211,10.965352,True,28024,0.3498123,0.5348372,10.221701,0.0,0.0,0.20817187,0.000641928
635122,4371211,12.069309,True,33516,0.14473073,0.9400906,10.9365835,0.0,0.0,0.19195002,0.00068534113
635147,4371211,12.318894,True,34556,0.16542667,1.0340165,11.150441,0.0,0.0,0.13370076,0.00073606434
635156,4371211,11.618261,True,33741,0.25714064,1.1820966,10.329894,0.0,0.0,0.10598623,0.0002849364
635203,4371211,13.91875,True,35793,0.027707214,0.6357707,13.042806,0.0,0.0,0.23910855,0.0010650529
635206,4371211,11.962622,True,34273,0.1263325,1.1792854,10.681774,0.0,0.0,0.10124999,0.00031209222
635212,4371211,13.017227,True,35502,0.06375027,0.8999676,11.872907,0.0,0.0,0.24412525,0.00022787825
635240,4371211,14.355575,True,35599,0.14168881,0.70440453,13.520574,0.0,0.0,0.12957853,0.0010184012
635277,4371211,10.773899,True,33452,0.33772516,1.2333486,9.31824,0.0,0.0,0.22178033,0.0005305297
635286,4371211,11.387835,True,33906,0.47636575,1.188966,10.015932,0.0,0.0,0.18208535,0.0008511286
635292,4371211,12.728806,True,34179,0.7021868,0.9877207,11.626692,0.0,0.0,0.11422811,0.00016424527
635298,4371211,12.704435,True,35337,0.34305444,1.0973904,11.455808,0.0,0.0,0.15091406,0.00032259244
635371,4371211,13.06973,True,35571,0.1986668,0.81986463,12.023063,0.0,0.0,0.22552615,0.0012767004
635376,4371211,13.469307,True,35126,0.116611525,0.8447568,12.489202,0.0,0.0,0.1350894,0.0002592758
635408,4371211,12.133838,True,35300,0.38521513,1.1634637,10.829401,0.0,0.0,0.14001225,0.0009600436
635431,4371211,12.7633705,True,34039,0.19758442,0.7977301,11.764208,0.0,0.0,0.19987904,0.0015533573
635435,4371211,10.185259,True,27658,0.50862694,0.8806236,9.188307,0.0,0.0,0.116173625,0.00015395286
635441,4371211,12.128779,True,33785,0.20445527,1.0558795,10.9381,0.0,0.0,0.13434683,0.00045317784
635464,4371211,12.134456,True,35447,0.24452622,1.2568675,10.724242,0.0,0.0,0.15255174,0.00079426065
635469,4371211,10.543539,True,29563,0.34743455,0.8089766,9.555354,0.0,0.0,0.178629,0.00057933724
635494,4371211,10.623209,True,33200,0.5610302,1.3165599,9.108426,0.0,0.0,0.19729225,0.00093000726
635500,4371211,12.641698,True,34678,0.10100922,0.9689007,11.526588,0.0,0.0,0.1452303,0.0009785108
635533,4371211,11.971033,True,33320,0.2636188,1.0244641,10.823335,0.0,0.0,0.12244614,0.00078793586
635572,4371211,12.166515,True,34603,0.22120579,1.0663899,10.95529,0.0,0.0,0.14387813,0.0009578285
635607,4371211,9.472502,True,25638,0.20499454,0.63739824,8.695878,0.0,0.0,0.13839558,0.00083002466
635615,4371211,11.634811,True,33819,0.2850766,1.0923849,10.369834,0.0,0.0,0.17215364,0.00043842223
635631,4371211,12.199188,True,35487,0.19995742,1.331087,10.764182,0.0,0.0,0.10377276,0.00014640314
635643,4371211,11.474921,True,33869,0.5671111,1.2676963,10.088229,0.0,0.0,0.1187405,0.00025489586
635657,4371211,11.136332,True,33615,0.19505192,1.2427216,9.751517,0.0,0.0,0.14185765,0.00023523845
635679,4371211,12.397611,True,35464,0.14229605,1.2696054,11.003824,0.0,0.0,0.12398127,0.00019931079
635715,4371211,12.497633,True,34882,0.3745913,1.0938448,11.281891,0.0,0.0,0.121330544,0.00056748063
635726,4371211,12.247965,True,32878,0.16988859,0.93695587,11.19392,0.0,0.0,0.11652336,0.00056502497
635732,4371211,11.887809,True,34254,0.35393712,1.1167974,10.6099825,0.0,0.0,0.1603246,0.0007047487
635748,4371211,11.147889,True,32708,0.37672338,1.1000372,9.875888,0.0,0.0,0.17126042,0.00070353993
635770,4371211,12.982162,True,34284,0.2840965,0.7422127,12.028624,0.0,0.0,0.20987892,0.0014472663
635803,4371211,13.422161,True,33390,0.13932528,0.6744203,12.624696,0.0,0.0,0.12265641,0.00038880136
